run_id,model,fold,train_size,val_size,seed,best_val_RMSE,best_val_MAE,best_val_R2,checkpoint,epochs,batch_size,lr,weight_decay
cv_swin_tiny_5fold_50ep,Swin-Tiny-Encoder-CNN-Decoder,1,4800,1200,43,5.812794351542079,2.7272944609324137,0.5286152362823486,/content/drive/MyDrive/TFG_DSM/checkpoints/crossval/cv_swin_tiny_5fold_50ep/swin_unet/fold_01/best_swin_unet.pth,50,16,0.0001,0.0001
cv_swin_tiny_5fold_50ep,Swin-Tiny-Encoder-CNN-Decoder,2,4800,1200,44,5.814963578743993,2.7726229206720987,0.5147138833999634,/content/drive/MyDrive/TFG_DSM/checkpoints/crossval/cv_swin_tiny_5fold_50ep/swin_unet/fold_02/best_swin_unet.pth,50,16,0.0001,0.0001
cv_swin_tiny_5fold_50ep,Swin-Tiny-Encoder-CNN-Decoder,3,4800,1200,45,5.295456583511609,2.649802705446879,0.5450758934020996,/content/drive/MyDrive/TFG_DSM/checkpoints/crossval/cv_swin_tiny_5fold_50ep/swin_unet/fold_03/best_swin_unet.pth,50,16,0.0001,0.0001
cv_swin_tiny_5fold_50ep,Swin-Tiny-Encoder-CNN-Decoder,4,4800,1200,46,5.135911814539625,2.636854674021403,0.5397064089775085,/content/drive/MyDrive/TFG_DSM/checkpoints/crossval/cv_swin_tiny_5fold_50ep/swin_unet/fold_04/best_swin_unet.pth,50,16,0.0001,0.0001
cv_swin_tiny_5fold_50ep,Swin-Tiny-Encoder-CNN-Decoder,5,4800,1200,47,4.781223914380689,2.562592697143555,0.527461051940918,/content/drive/MyDrive/TFG_DSM/checkpoints/crossval/cv_swin_tiny_5fold_50ep/swin_unet/fold_05/best_swin_unet.pth,50,16,0.0001,0.0001
